category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Sạc,4.9,Đã thích (24),4.9,429,Giá Đỡ Điện Thoại / Máy Tính Bảng Magic789,₫5.500,1 Sao (0),2 Sao (0),3 Sao (7),4 Sao (6),5 Sao (191),Có Bình luận (93),Có hình ảnh / video (95),20 tháng trước,"23,8k","1,4k","56,5k",magic789.vn,44%,trong vài giờ
Sạc,4.9,Đã thích (14),4.9,999,"Dây quấn tai nghe, quấn dây cáp sạc điện thoại dây quấn chống rối",,1 Sao (6),2 Sao (0),3 Sao (3),4 Sao (16),5 Sao (350),Có Bình luận (199),Có hình ảnh / video (162),10 tháng trước,"5,4k",62,"1,9k",phukienshinji,87%,trong vài giờ
Sạc,,,,,,,,,,,,,,,,,,,,
Sạc,,,,,,,,,,,,,,,,,,,,
Sạc,4.9,Đã thích (143),4.9,"1,8k",Cáp sạc nhanh và truyền dữ liệu TypeC Lightning Micro Hoco X37 sạc nhanh 3.0A Max dài 1m,₫29.100 - ₫32.000,1 Sao (8),2 Sao (2),3 Sao (8),4 Sao (13),5 Sao (711),Có Bình luận (361),Có hình ảnh / video (332),28 tháng trước,"93,5k",569,"51,6k",hoco_flagship_official_store,90%,trong vài giờ
Sạc,4.8,Đã thích (76),4.8,309,Combo Bộ Cục Củ Sạc và Dây Cáp Sạc Nhanh Samsung Cổng Typec 15w 🔥Zin🔥 Tương Thích Các Dòng A11/A8/A9/A20/A30/A40/A50/A51,₫49.000 - ₫99.000,1 Sao (3),2 Sao (2),3 Sao (1),4 Sao (8),5 Sao (120),Có Bình luận (79),Có hình ảnh / video (65),11 tháng trước,"5,1k",29,"1,7k",saigon.tech,46%,trong vài giờ
Sạc,4.7,Đã thích (27),4.7,246,🔥SIÊU SALE🔥Củ sạc nhanh 3 cổng USB 3.1A cho Android/iPhone,₫27.000,,,,,,,,11 tháng trước,"5,1k",157,"13,5k",othai.vn,99%,trong vài giờ
Sạc,4.9,Đã thích (85),4.9,611,Pin Samsung Galaxy Grand Prime G530 / G531 / J320 / J500 / J2 Prime,₫109.000,1 Sao (2),2 Sao (2),3 Sao (3),4 Sao (14),5 Sao (293),Có Bình luận (164),Có hình ảnh / video (92),4 năm trước,"4,6k",452,"11,6k",luugiamobile,93%,trong vài giờ
Sạc,5.0,Đã thích (6),5.0,290,Bộ Sạc Pin Lithium 18650 4.2v 500ma Chất Lượng Cao,₫16.483,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (29),Có Bình luận (20),Có hình ảnh / video (18),32 tháng trước,"1,4k","1,4k","4,4k",vernesss.vn,89%,trong vài giờ
Sạc,4.7,Đã thích (28),4.7,313, [SIÊU XINH] GIÁ ĐỠ ĐIỆN THOẠI BẰNG GỖ TIỆN DỤNG HỌA TIẾT THỎ/GẤU IG378,₫33.000,1 Sao (1),2 Sao (4),3 Sao (8),4 Sao (10),5 Sao (133),Có Bình luận (81),Có hình ảnh / video (67),30 tháng trước,"4,2k",229,"4,2k",trangha06,84%,trong vài giờ
Sạc,4.7,Đã thích (3),4.7,247,Pin cmos chân hàn đứng chân hàn ngang hàn dây CR1220 CR2032 3v cho điều khiển,₫4.000 - ₫6.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (14),Có Bình luận (4),Có hình ảnh / video (4),33 tháng trước,"14,1k","1,8k","15,7k",linhkienviet.vn1,89%,trong vài giờ
Sạc,4.9,Đã thích (179),4.9,633,[Freeship toàn quốc từ 50k] Giá đỡ điện thoại đa năng hình thú,₫10.000,,,,,,,,7 năm trước,"70,6k","1,4k","60,4k",kieuduyenshop,98%,trong vài giờ
Sạc,4.9,Đã thích (218),4.9,"2,5k",Cóc sạc USB KUULAA KL-CD11 18W QC 3.0 Cổng EU Hỗ Trợ Sạc Nhanh,₫99.000,,,,,,,,22 tháng trước,"57,4k",136,"54,5k",kuulaaofficial.vn,82%,trong vài giờ
Sạc,4.9,Đã thích (53),4.9,968,"Giá Đỡ Điện Thoại Hình Thỏ, Gấu, Mèo",₫6.000,,,,,,,,5 năm trước,"39,5k","1,6k","214,3k",giangbeoo,90%,trong vài giờ
Sạc,4.8,Đã thích (163),4.8,895,Dây sạc iphone chính hãng sạc nhanh iphone 6 7 8 plus X XS Max iphone 11 - Bảo hành 3 tháng,₫22.000,1 Sao (2),2 Sao (1),3 Sao (2),4 Sao (11),5 Sao (141),Có Bình luận (86),Có hình ảnh / video (52),32 tháng trước,"2,6k",46,"1,4k",kenkidshop,44%,trong vài giờ
Sạc,5.0,Đã thích (100),5.0,610,[Mã 11ELSALE hoàn 7% đơn 300K] Combo Củ Dẹt + Cáp X Bóc Máy (Tặng Hộp Đựng),₫300.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (2),5 Sao (289),Có Bình luận (114),Có hình ảnh / video (89),4 năm trước,"33,6k",245,53k,tuananhb,96%,trong vài giờ
Sạc,5.0,Đã thích (168),5.0,766,Củ Sạc Nhanh PD 20W Anker A2634 PowerPort Nano cho iPhone IP 11 12  Pro 7 8 plus X Xs max iPad Air mini cóc cốc cục,₫305.000 - ₫950.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (3),5 Sao (307),Có Bình luận (105),Có hình ảnh / video (83),21 tháng trước,"58,7k",2k,"51,7k",baophong_official,93%,trong vài giờ
