category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Điện thoại bàn,,,,0,Dây điện CVV 2x1.5,₫13.057,,,,,,,,12 tháng trước,2,10,0,dangthinhphatco,9%,trong vài giờ
Điện thoại bàn,,Đã thích (3),,0,Điện thoại mèo máy DORAEMON,₫650.000,,,,,,,,24 tháng trước,65,533,177,huyenthanhngo2006,54%,trong vài giờ
Điện thoại bàn,,Đã thích (1),,0,Dây bấm mềm máy ảnh for Fujifilm RR-90,₫120.000,,,,,,,,4 năm trước,546,488,852,tacamera,73%,trong vài giờ
Điện thoại bàn,,Đã thích (3),,0,"Dây cua loa máy sấy whirlpool 15kg hàng tốt ( dùng cho model 4705, 4815)",₫380.000,,,,,,,,3 năm trước,19,19,8,nguyenthinguyet199111,57%,trong vài giờ
Điện thoại bàn,,Đã thích (1),,0,Điện thoại bàn Panasonic KX-TS 500,₫365.000,,,,,,,,29 tháng trước,76,140,163,dienmayhuyenanhvn,73%,trong vài giờ
Điện thoại bàn,,Đã thích (3),,0,Điện thoại mèo máy DORAEMON,₫650.000,,,,,,,,3 năm trước,241,635,285,sidienthoai68,62%,trong vài giờ
Điện thoại bàn,,"Đã thích (4,1k)",,2,Điện thoại không dây Panasonic KX-TGF310,₫2.088.000,,,,,,,,26 tháng trước,"2,8k",21,0,xuanthao.bn,9%,trong vài giờ
Điện thoại bàn,,Đã thích (609),,0,MÁY FAX LASER CANON L120 ĐÃ QUA SỬ DỤNG - AALO.VN,₫1.469.020,,,,,,,,13 tháng trước,"17,2k",184,168,mayingiare_aalo.vn,49%,trong vài giờ
Điện thoại bàn,,Đã thích (1),,0,Điện thoại IP Yealink SIP-T40P âm thanh Optima HD,₫2.385.600,,,,,,,,10 tháng trước,182,307,18,duhunggroups2021,64%,trong vài giờ
Điện thoại bàn,,Đã thích (1),,0,Điện thoại cổ điển trang trí  chất liệu kim loại,₫700.000,,,,,,,,4 năm trước,85,103,222,ananhhuy,46%,trong vài giờ
Điện thoại bàn,,Đã thích (4),,0,Điện thoại lắp trượt cũ LG KF750,,,,,,,,,,,,,,,
Điện thoại bàn,,Đã thích (2),,0,Bàn mixer Protessional- D7 - MXD7,₫3.550.000,,,,,,,,22 tháng trước,13,352,15,luuvanquang12345,15%,trong vài phút
Điện thoại bàn,,,,0,"GIẢM GIÁ Máy xới đất, máy cày mini Vikyno MK 70 CỰC SOCK",₫10.500.000,,,,,,,,33 tháng trước,"7,9k","1,1k",261,maymocviet.vn258pvd,76%,trong vài giờ
Điện thoại bàn,,Đã thích (1),,0,Điện thoại nhật nec n-05b xách tay,₫990.000,,,,,,,,4 năm trước,378,914,92,nhutthao1988,37%,trong vài giờ
Điện thoại bàn,,Đã thích (1),,0,Điện thoại bàn Siemens Đức Euroset 2005,₫50.000,,,,,,,,3 năm trước,79,57,45,haianhtechn,88%,trong vài giờ
Điện thoại bàn,,"Đã thích (4,1k)",,0,Điện thoại bàn không dây Panasonic KX-TGC410,₫1.150.000,,,,,,,,26 tháng trước,"2,8k",21,0,xuanthao.bn,9%,trong vài giờ
Điện thoại bàn,,Đã thích (4),,0,ETS3023+ ☎️ Máy Điện Thoại Bàn ☎️ Lắp Sim Gphone STK Mã Huawei ETS3023+,₫504.000,,,,,,,,34 tháng trước,6k,169,224,cokakids,52%,trong vài phút
Điện thoại bàn,,,,0,"Thước đo góc điện tử màn hình LCD
",₫176.000 - ₫181.000,,,,,,,,32 tháng trước,"1,9k","6,6k",2k,simhoa.vn,100%,trong vài giờ
Điện thoại bàn,,,,0,Dây Cáp Nối Dài Điện Thoại RJ11 12h Cho Nhà/Văn Phòng,₫30.000,,,,,,,,16 tháng trước,90,887,68,blesiya11.vn,100%,trong vài giờ
Điện thoại bàn,,,,0,"1 quạt tản nhiệt kép 12cm tích hợp đèn LED nhiều màu 12V cho PC
",₫67.721,,,,,,,,35 tháng trước,"2,6k","5,3k","3,3k",btsgo.vn,98%,trong vài giờ
Điện thoại bàn,,Đã thích (1),,0,DÂY ĐIỆN CADIVI CUỘN 100M,₫342.000 - ₫1.588.000,,,,,,,,5 năm trước,81,134,37,ch_ductin_2009,27%,trong vài giờ
Điện thoại bàn,,,,0,"1 bộ tản nhiệt RAM để bàn cho bộ nhớ DDR2 DDR3 DDR4
",₫32.166,,,,,,,,35 tháng trước,"2,6k","5,3k","3,3k",btsgo.vn,98%,trong vài giờ
Điện thoại bàn,,,,0,"Dây cáp chuyển đổi RJ9 4P4C sang 3.5mm cho điện thoại
",₫62.000,,,,,,,,21 tháng trước,762,"4,8k","1,2k",koolsoo2.vn,100%,trong vài giờ
Điện thoại bàn,,,,0,Xiapistore Replacement Thin Touch Screen S Pen for L-G Stylos 4/Q8/Q Stylus/Q Stylus Plus,₫38.800 - ₫40.700,,,,,,,,3 năm trước,"1,6k",5k,"4,3k",xiapistore.vn,19%,trong vài giờ
Điện thoại bàn,5.0,,5.0,1,Điện thoại ZONO - N8110 hình trái chuối độc đáo,₫155.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (1),Có Bình luận (0),Có hình ảnh / video (0),21 tháng trước,104,170,188,dienthoaidoc6,56%,trong vài giờ
Điện thoại bàn,,Đã thích (1),,1,Máy là thẳng ion bản to Pritech®,₫510.000,,,,,,,,6 năm trước,"21,2k",85,"3,1k",lynh_85,61%,trong vài giờ
