category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Màn hình,4.9,Đã thích (5),4.9,10,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình Laptop Dell Inspiron 15 3000 3543 3542 3551 P40F001,₫1.745.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (6),Có Bình luận (5),Có hình ảnh / video (3),30 tháng trước,"2,2k",1k,"8,1k",vmytech.vn,52%,trong vài giờ
Màn hình,5.0,Đã thích (2),5.0,11,Màn Hình LCD 2004 + Module I2C,₫115.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (6),Có Bình luận (2),Có hình ảnh / video (2),4 năm trước,"1,1k",415,2k,linhkientot.vn,58%,trong vài giờ
Màn hình,5.0,Đã thích (25),5.0,11,Màn hình LED Laptop 10.1 in WIDE 40 Pin,₫180.000 - ₫400.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (6),Có Bình luận (2),Có hình ảnh / video (1),3 năm trước,21k,777,"12,2k",forwin68,92%,trong vài giờ
Màn hình,5.0,Đã thích (5),5.0,9,GIÁ TREO MÀN HÌNH MÁY TÍNH NB H100 22-35 INCH,₫630.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (6),Có Bình luận (5),Có hình ảnh / video (4),5 năm trước,31,63,20,may_chieu_chinh_hang,50%,trong vài giờ
Màn hình,4.8,Đã thích (3),4.8,13,Màn iphone 5 5s chính hãng,₫260.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (0),5 Sao (7),Có Bình luận (5),Có hình ảnh / video (4),5 năm trước,79,9,265,cupidthanh,82%,trong vài giờ
Màn hình,4.6,Đã thích (6),4.6,15,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình xiaomi K20 k20 pro Mi9T,₫1.450.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (1),5 Sao (6),Có Bình luận (4),Có hình ảnh / video (0),29 tháng trước,360,708,688,lanquang208,30%,trong vài giờ
Màn hình,4.3,Đã thích (4),4.3,11,Bo màn hình HP-Compact đầy đủ 17in đến 27in,₫100.000 - ₫160.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (1),5 Sao (2),Có Bình luận (3),Có hình ảnh / video (1),3 năm trước,21k,777,"12,2k",forwin68,92%,trong vài giờ
Màn hình,4.0,,4.0,100,In hình 9.13,₫2.000 - ₫3.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (1),5 Sao (0),Có Bình luận (1),Có hình ảnh / video (0),4 năm trước,141,150,118,chuyensigiaxuong,5%,trong vài phút
Màn hình,4.3,Đã thích (8),4.3,5,[Mã 11ELSALE hoàn 7% đơn 300K] Màn hình laptop 15.6 led dày 40 pin FHD (1920 x 1080),₫1.150.000 - ₫1.650.000,1 Sao (0),2 Sao (1),3 Sao (0),4 Sao (0),5 Sao (3),Có Bình luận (3),Có hình ảnh / video (2),5 năm trước,"3,4k",7k,"1,4k",mitcary,90%,trong vài giờ
Màn hình,5.0,,5.0,27,Adapter màn hình LG 19v-2.1A,₫200.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (2),Có Bình luận (1),Có hình ảnh / video (0),4 năm trước,1k,"1,5k","3,5k",shopcongnghe192,82%,trong vài giờ
Màn hình,5.0,,5.0,22,Cáp màn hình LCD 2021 cho Dell Inspiron 7000 7557 7559 CN-014XJ8 dd0am9Lc010 30pin,₫100.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (3),Có Bình luận (0),Có hình ảnh / video (0),17 tháng trước,106,"2,2k",143,globallaptopaccessories1.vn,100%,trong vài giờ
