category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Trang trí và giá đỡ,4.9,Đã thích (111),4.9,458,Kẹp điện thoại xoay được 360 độ,₫42.122,1 Sao (1),2 Sao (0),3 Sao (2),4 Sao (5),5 Sao (138),Có Bình luận (74),Có hình ảnh / video (54),24 tháng trước,455,"3,9k","3,5k",infinijun.vn,33%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (101),4.9,"1,1k",360° Nhẫn đỡ điện thoại xoay được kèm túi đựng,₫16.000,1 Sao (3),2 Sao (3),3 Sao (11),4 Sao (12),5 Sao (433),Có Bình luận (346),Có hình ảnh / video (335),20 tháng trước,"4,5k",229,"10,2k",bestphonegadgets.vn,100%,trong vài giờ
Trang trí và giá đỡ,5.0,Đã thích (12),5.0,139,Kẹp Cố Định Dây Cáp Kết Nối Máy Tính Tiện Lợi Làm Ngăn Nắp Bàn Làm Việc,₫20.000 - ₫50.000,1 Sao (0),2 Sao (0),3 Sao (0),4 Sao (0),5 Sao (36),Có Bình luận (15),Có hình ảnh / video (11),16 tháng trước,"2,4k",143,"3,2k",pk_kenny_store,100%,trong vài phút
Trang trí và giá đỡ,4.8,Đã thích (124),4.8,"1,4k",Móc xỏ ngón điện thoại màu trơn tiện dụng,₫10.800,1 Sao (9),2 Sao (7),3 Sao (20),4 Sao (16),5 Sao (594),Có Bình luận (493),Có hình ảnh / video (481),20 tháng trước,"1,1k",103,"6,1k",realon3c.vn,18%,trong vài giờ
Trang trí và giá đỡ,4.8,Đã thích (85),4.8,"2,2k",Giá đỡ điện thoại hút chân không ( tiện lắm),₫37.000,1 Sao (3),2 Sao (1),3 Sao (9),4 Sao (6),5 Sao (149),Có Bình luận (67),Có hình ảnh / video (59),3 năm trước,"8,9k",450,"25,8k",myphamgiagoc84,57%,trong vài ngày
Trang trí và giá đỡ,4.9,Đã thích (18),4.9,97,Điều khiển từ xa cho gậy chụp hình tự sướng bluetooth,₫18.000,1 Sao (1),2 Sao (1),3 Sao (0),4 Sao (0),5 Sao (50),Có Bình luận (25),Có hình ảnh / video (24),20 tháng trước,"45,2k","3,6k","87,6k",vollter1.vn,74%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (21),4.9,137,"Giá Đỡ Điện Thoại Để Bàn, Quay TikTok, Giá Đỡ Livestream, Xem Video Xoay 360 Độ Đa Năng",₫45.000,1 Sao (0),2 Sao (0),3 Sao (1),4 Sao (3),5 Sao (55),Có Bình luận (24),Có hình ảnh / video (21),4 năm trước,"6,4k",149,"7,5k",shophoaivu,86%,trong vài giờ
Trang trí và giá đỡ,4.9,Đã thích (72),4.9,413,Móc dán điện thoại silicon cartoon,₫10.000,1 Sao (1),2 Sao (0),3 Sao (0),4 Sao (4),5 Sao (119),Có Bình luận (37),Có hình ảnh / video (32),6 năm trước,"50,2k",893,"37,6k",vongphongthuy102,77%,trong vài giờ
Trang trí và giá đỡ,4.9,"Đã thích (1,3k)",4.9,466,TRIPOD 3 CHÂN BẠCH TUỘC XỐP,₫20.000,1 Sao (0),2 Sao (1),3 Sao (5),4 Sao (9),5 Sao (234),Có Bình luận (164),Có hình ảnh / video (154),31 tháng trước,"33,3k",755,"14,3k",phukienkorea.vn,79%,trong vài giờ
Trang trí và giá đỡ,4.4,Đã thích (57),4.4,332,Móc dán điện thoại iRing,₫20.000,1 Sao (6),2 Sao (6),3 Sao (6),4 Sao (7),5 Sao (82),Có Bình luận (55),Có hình ảnh / video (8),5 năm trước,"45,4k","2,7k","43,2k",chiemtaimobile,94%,trong vài giờ
